measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,1,Global,1,Male,12,35-39 years,411,Esophageal cancer,3,Rate,2019,0.9363932137226444,1.0842169063695375,0.8240835008805681
1,Deaths,1,Global,2,Female,12,35-39 years,411,Esophageal cancer,3,Rate,2019,0.38014772864570184,0.4360800967851301,0.3283663026592907
1,Deaths,1,Global,1,Male,13,40-44 years,411,Esophageal cancer,2,Percent,2019,0.007120476905126063,0.00834636513982598,0.006413939934418246
1,Deaths,1,Global,2,Female,13,40-44 years,411,Esophageal cancer,2,Percent,2019,0.0038657196012527543,0.0043094351768520915,0.0034407991921417756
1,Deaths,1,Global,1,Male,13,40-44 years,411,Esophageal cancer,3,Rate,2019,2.5997792804003614,3.077741528332574,2.2852093131543456
1,Deaths,1,Global,2,Female,13,40-44 years,411,Esophageal cancer,3,Rate,2019,0.8404988506104553,0.958057452470933,0.7271612608093543
1,Deaths,1,Global,1,Male,14,45-49 years,411,Esophageal cancer,2,Percent,2019,0.012077559259054968,0.014270374255954845,0.010872408606436186
1,Deaths,1,Global,2,Female,14,45-49 years,411,Esophageal cancer,2,Percent,2019,0.005750963276054437,0.006351772469271671,0.005289400444196085
1,Deaths,1,Global,1,Male,14,45-49 years,411,Esophageal cancer,3,Rate,2019,6.007550455918362,7.11941959017685,5.209431663537678
1,Deaths,1,Global,2,Female,14,45-49 years,411,Esophageal cancer,3,Rate,2019,1.6554970234831439,1.875423039663708,1.4421417822394493
1,Deaths,1,Global,1,Male,15,50-54 years,411,Esophageal cancer,2,Percent,2019,0.017966320291052794,0.02034274995368891,0.01608354301415284
1,Deaths,1,Global,2,Female,15,50-54 years,411,Esophageal cancer,2,Percent,2019,0.007460145033829675,0.008192016366885841,0.006786455481682451
1,Deaths,1,Global,1,Male,15,50-54 years,411,Esophageal cancer,3,Rate,2019,13.088482303227165,15.32921459074746,11.108046199330973
1,Deaths,1,Global,2,Female,15,50-54 years,411,Esophageal cancer,3,Rate,2019,3.2914439502559287,3.740624688151885,2.8863266635052405
1,Deaths,1,Global,1,Male,16,55-59 years,411,Esophageal cancer,2,Percent,2019,0.02015449249781391,0.022458250029863628,0.01815027339511336
1,Deaths,1,Global,2,Female,16,55-59 years,411,Esophageal cancer,2,Percent,2019,0.00846861121252684,0.009186942390690608,0.0077314228594366026
1,Deaths,1,Global,1,Male,16,55-59 years,411,Esophageal cancer,3,Rate,2019,22.293869462643855,25.6931505058575,18.992794756369978
1,Deaths,1,Global,2,Female,16,55-59 years,411,Esophageal cancer,3,Rate,2019,5.452894163049008,6.207481236222152,4.781672635811956
1,Deaths,1,Global,1,Male,17,60-64 years,411,Esophageal cancer,2,Percent,2019,0.02046885971467243,0.022765896233981398,0.01817786407555065
1,Deaths,1,Global,2,Female,17,60-64 years,411,Esophageal cancer,2,Percent,2019,0.008422425599345739,0.009213487148779868,0.007337339798911321
1,Deaths,1,Global,1,Male,17,60-64 years,411,Esophageal cancer,3,Rate,2019,33.94124270850863,39.02297902849879,29.229710558749797
1,Deaths,1,Global,2,Female,17,60-64 years,411,Esophageal cancer,3,Rate,2019,8.44873401514105,9.601654456620158,7.323136063382889
1,Deaths,1,Global,1,Male,18,65-69 years,411,Esophageal cancer,2,Percent,2019,0.02002751405239708,0.022330934858962082,0.01743558509009291
1,Deaths,1,Global,2,Female,18,65-69 years,411,Esophageal cancer,2,Percent,2019,0.008791231697458372,0.009772346010811785,0.007516370549778188
1,Deaths,1,Global,1,Male,18,65-69 years,411,Esophageal cancer,3,Rate,2019,48.53736786865653,56.2139526647838,40.97577199823463
1,Deaths,1,Global,2,Female,18,65-69 years,411,Esophageal cancer,3,Rate,2019,13.41821040897739,15.52393901963665,11.3286698962668
1,Deaths,1,Global,1,Male,19,70-74 years,411,Esophageal cancer,2,Percent,2019,0.017696146132672102,0.019619784805899213,0.01493864750037637
1,Deaths,1,Global,2,Female,19,70-74 years,411,Esophageal cancer,2,Percent,2019,0.00848654750120652,0.009539079203444519,0.006919924194541769
1,Deaths,1,Global,1,Male,19,70-74 years,411,Esophageal cancer,3,Rate,2019,65.8379861240587,75.97308191561247,54.45779646031133
1,Deaths,1,Global,2,Female,19,70-74 years,411,Esophageal cancer,3,Rate,2019,21.034283898228605,24.502815062630205,17.13909341535759
1,Deaths,1,Global,1,Male,22,All ages,411,Esophageal cancer,2,Percent,2019,0.01191047216193546,0.013170406675340125,0.010494763898979497
1,Deaths,1,Global,2,Female,22,All ages,411,Esophageal cancer,2,Percent,2019,0.005125935438792769,0.005657867372762144,0.004288985357088825
1,Deaths,1,Global,1,Male,22,All ages,411,Esophageal cancer,3,Rate,2019,9.41911778282823,10.693900660119505,8.116876557628986
1,Deaths,1,Global,2,Female,22,All ages,411,Esophageal cancer,3,Rate,2019,3.4361166103801786,3.8965845162659276,2.8610809577000724
1,Deaths,1,Global,1,Male,234,75+ years,411,Esophageal cancer,2,Percent,2019,0.00970151593293055,0.010543385886560914,0.00841614572947604
1,Deaths,1,Global,2,Female,234,75+ years,411,Esophageal cancer,2,Percent,2019,0.004469528522647788,0.005007552135570279,0.003508541219062996
1,Deaths,1,Global,1,Male,234,75+ years,411,Esophageal cancer,3,Rate,2019,88.23057834383216,98.51795198454218,75.24157436987052
1,Deaths,1,Global,2,Female,234,75+ years,411,Esophageal cancer,3,Rate,2019,33.81620574422877,38.731985212269464,26.37620968431167
1,Deaths,1,Global,1,Male,9,20-24 years,414,Stomach cancer,2,Percent,2019,0.0019004167380884329,0.0021115460629678264,0.001756196316674227
1,Deaths,1,Global,2,Female,9,20-24 years,414,Stomach cancer,2,Percent,2019,0.003653425582590057,0.004069159297822617,0.003293112528373254
1,Deaths,1,Global,1,Male,9,20-24 years,414,Stomach cancer,3,Rate,2019,0.2730196601127596,0.30563931168689196,0.24501087401050559
1,Deaths,1,Global,2,Female,9,20-24 years,414,Stomach cancer,3,Rate,2019,0.3150350818379891,0.35830314855225176,0.27588982061975237
1,Deaths,1,Global,1,Male,10,25-29 years,414,Stomach cancer,2,Percent,2019,0.0034982226152630086,0.0038131599988356943,0.0032537198637895225
1,Deaths,1,Global,2,Female,10,25-29 years,414,Stomach cancer,2,Percent,2019,0.00628284656290144,0.00691155716099476,0.005661022618268951
1,Deaths,1,Global,1,Male,10,25-29 years,414,Stomach cancer,3,Rate,2019,0.5691522662436899,0.6312695254163005,0.5197452216415622
1,Deaths,1,Global,2,Female,10,25-29 years,414,Stomach cancer,3,Rate,2019,0.6141101211970144,0.693690269953677,0.5422085516162705
1,Deaths,1,Global,1,Male,11,30-34 years,414,Stomach cancer,2,Percent,2019,0.0072874480993606865,0.007948095778514118,0.0067783962103898105
1,Deaths,1,Global,2,Female,11,30-34 years,414,Stomach cancer,2,Percent,2019,0.010627105544553905,0.011553693721804682,0.009723576141933062
1,Deaths,1,Global,1,Male,11,30-34 years,414,Stomach cancer,3,Rate,2019,1.4873499807185153,1.64762978029994,1.3555213311795558
1,Deaths,1,Global,2,Female,11,30-34 years,414,Stomach cancer,3,Rate,2019,1.268338486861663,1.4180611067173086,1.1235193465082687
1,Deaths,1,Global,1,Male,12,35-39 years,414,Stomach cancer,2,Percent,2019,0.010195757067744988,0.011118704992533894,0.009428470088064815
1,Deaths,1,Global,2,Female,12,35-39 years,414,Stomach cancer,2,Percent,2019,0.014061759190886317,0.015078201308766404,0.013011076122867804
1,Deaths,1,Global,1,Male,12,35-39 years,414,Stomach cancer,3,Rate,2019,2.7773124313559454,3.0705342947562584,2.505198035828568
1,Deaths,1,Global,2,Female,12,35-39 years,414,Stomach cancer,3,Rate,2019,2.244616664595287,2.4932072122564604,2.011484364071112
1,Deaths,1,Global,1,Male,13,40-44 years,414,Stomach cancer,2,Percent,2019,0.015162887607654515,0.01641072443742191,0.014048110894034887
1,Deaths,1,Global,2,Female,13,40-44 years,414,Stomach cancer,2,Percent,2019,0.017435537733925463,0.018693871151068388,0.01625291626734915
1,Deaths,1,Global,1,Male,13,40-44 years,414,Stomach cancer,3,Rate,2019,5.5364273241217825,6.182499710306733,4.953032672781074
1,Deaths,1,Global,2,Female,13,40-44 years,414,Stomach cancer,3,Rate,2019,3.7904786847564726,4.232520614488155,3.3778177804734106
1,Deaths,1,Global,1,Male,14,45-49 years,414,Stomach cancer,2,Percent,2019,0.02011507454487323,0.022018323446027454,0.01843745116702621
1,Deaths,1,Global,2,Female,14,45-49 years,414,Stomach cancer,2,Percent,2019,0.018505039512968943,0.01964038646114518,0.0173416835946271
1,Deaths,1,Global,1,Male,14,45-49 years,414,Stomach cancer,3,Rate,2019,10.005826408005438,11.404165496452874,8.719065667261088
1,Deaths,1,Global,2,Female,14,45-49 years,414,Stomach cancer,3,Rate,2019,5.326563561745465,5.946349050409458,4.797255638863729
1,Deaths,1,Global,1,Male,15,50-54 years,414,Stomach cancer,2,Percent,2019,0.025648563430940192,0.02811965184186649,0.02339396406020285
1,Deaths,1,Global,2,Female,15,50-54 years,414,Stomach cancer,2,Percent,2019,0.020171001499820988,0.02167558116809918,0.018640430311186174
1,Deaths,1,Global,1,Male,15,50-54 years,414,Stomach cancer,3,Rate,2019,18.685842182939375,21.41527158555123,16.128915492975178
1,Deaths,1,Global,2,Female,15,50-54 years,414,Stomach cancer,3,Rate,2019,8.899716580759009,10.123490485641899,7.891552423918867
1,Deaths,1,Global,1,Male,16,55-59 years,414,Stomach cancer,2,Percent,2019,0.02802687854267058,0.030892580793549746,0.025653489615776955
1,Deaths,1,Global,2,Female,16,55-59 years,414,Stomach cancer,2,Percent,2019,0.02014220156916309,0.021670242917227675,0.01888200180920057
1,Deaths,1,Global,1,Male,16,55-59 years,414,Stomach cancer,3,Rate,2019,31.003432977897006,35.12621610091536,26.817455270424666
1,Deaths,1,Global,2,Female,16,55-59 years,414,Stomach cancer,3,Rate,2019,12.96984944462955,14.6154767313805,11.647543519086303
1,Deaths,1,Global,1,Male,17,60-64 years,414,Stomach cancer,2,Percent,2019,0.02966128136292369,0.03241357005333198,0.027348037733958393
1,Deaths,1,Global,2,Female,17,60-64 years,414,Stomach cancer,2,Percent,2019,0.02012618740523312,0.02152480710376637,0.018837981309017975
1,Deaths,1,Global,1,Male,17,60-64 years,414,Stomach cancer,3,Rate,2019,49.18324621855786,55.52629412714478,43.2518891707064
1,Deaths,1,Global,2,Female,17,60-64 years,414,Stomach cancer,3,Rate,2019,20.188648490191117,22.565436977594864,18.193705448307604
1,Deaths,1,Global,1,Male,18,65-69 years,414,Stomach cancer,2,Percent,2019,0.03061605453008951,0.033185342090875605,0.028163911469005397
1,Deaths,1,Global,2,Female,18,65-69 years,414,Stomach cancer,2,Percent,2019,0.02036004788146021,0.021754888315352442,0.019095674617299937
1,Deaths,1,Global,1,Male,18,65-69 years,414,Stomach cancer,3,Rate,2019,74.19378654397168,83.87500831582403,64.60666625387874
1,Deaths,1,Global,2,Female,18,65-69 years,414,Stomach cancer,3,Rate,2019,31.070281041668096,34.685657424250834,27.899121025596365
1,Deaths,1,Global,1,Male,19,70-74 years,414,Stomach cancer,2,Percent,2019,0.02915981137222854,0.031700418536031,0.02688560251928116
1,Deaths,1,Global,2,Female,19,70-74 years,414,Stomach cancer,2,Percent,2019,0.01855856746840246,0.019909936008060923,0.017166361887871084
1,Deaths,1,Global,1,Male,19,70-74 years,414,Stomach cancer,3,Rate,2019,108.4785851278192,121.96556107368635,95.32946294424134
1,Deaths,1,Global,2,Female,19,70-74 years,414,Stomach cancer,3,Rate,2019,45.984974536835544,51.179761962554686,41.17384530251278
1,Deaths,1,Global,1,Male,22,All ages,414,Stomach cancer,2,Percent,2019,0.01992519060701221,0.02157702056469585,0.0183746337747558
1,Deaths,1,Global,2,Female,22,All ages,414,Stomach cancer,2,Percent,2019,0.01337325683842878,0.014313634858142245,0.012177977067719588
1,Deaths,1,Global,1,Male,22,All ages,414,Stomach cancer,3,Rate,2019,15.75644971255832,17.472106083983785,14.017032287492835
1,Deaths,1,Global,2,Female,22,All ages,414,Stomach cancer,3,Rate,2019,8.96362611915618,9.91810734983593,7.996606851740403
1,Deaths,1,Global,1,Male,158,<20 years,414,Stomach cancer,2,Percent,2019,9.632275173559382e-05,0.00011297680277989482,8.202097901558392e-05
1,Deaths,1,Global,2,Female,158,<20 years,414,Stomach cancer,2,Percent,2019,0.00011916074904221503,0.00013897088600496555,0.00010150146111690714
1,Deaths,1,Global,1,Male,158,<20 years,414,Stomach cancer,3,Rate,2019,0.024630378892029348,0.028449077959259668,0.021655040334790675
1,Deaths,1,Global,2,Female,158,<20 years,414,Stomach cancer,3,Rate,2019,0.026657120907052183,0.030544384112399913,0.023191432410305045
1,Deaths,1,Global,1,Male,234,75+ years,414,Stomach cancer,2,Percent,2019,0.01902317561651567,0.020223121265071684,0.01739254076604923
1,Deaths,1,Global,2,Female,234,75+ years,414,Stomach cancer,2,Percent,2019,0.012065108363063586,0.01309321963887009,0.010292449354195828
1,Deaths,1,Global,1,Male,234,75+ years,414,Stomach cancer,3,Rate,2019,172.98114830444172,187.94857730513795,155.8419757369223
1,Deaths,1,Global,2,Female,234,75+ years,414,Stomach cancer,3,Rate,2019,91.26177032220761,101.37013038718844,77.29869795120689
1,Deaths,349,Greenland,1,Male,9,20-24 years,411,Esophageal cancer,2,Percent,2019,0.00025096594316335934,0.0005076748741199841,0.00013905398779796965
1,Deaths,349,Greenland,2,Female,9,20-24 years,411,Esophageal cancer,2,Percent,2019,0.00027158286251904894,0.0005930164147740059,0.0001408787061739453
1,Deaths,349,Greenland,1,Male,9,20-24 years,411,Esophageal cancer,3,Rate,2019,0.0441680852006696,0.08830559854463192,0.024041573303153832
1,Deaths,349,Greenland,2,Female,9,20-24 years,411,Esophageal cancer,3,Rate,2019,0.019320264550370943,0.04250090452821508,0.009436040704876063
1,Deaths,349,Greenland,1,Male,10,25-29 years,411,Esophageal cancer,2,Percent,2019,0.0005769440529325054,0.0011949120951170317,0.0002815027795512157
1,Deaths,349,Greenland,2,Female,10,25-29 years,411,Esophageal cancer,2,Percent,2019,0.001037109934727871,0.001666092018044919,0.0006228066854116452
1,Deaths,349,Greenland,1,Male,10,25-29 years,411,Esophageal cancer,3,Rate,2019,0.11442787580244768,0.23022604384851011,0.054715097507572946
1,Deaths,349,Greenland,2,Female,10,25-29 years,411,Esophageal cancer,3,Rate,2019,0.0974550209406303,0.15852587734059684,0.05662909929744754
1,Deaths,349,Greenland,1,Male,11,30-34 years,411,Esophageal cancer,2,Percent,2019,0.0025487378095742043,0.003771652995124503,0.001597057346232025
1,Deaths,349,Greenland,2,Female,11,30-34 years,411,Esophageal cancer,2,Percent,2019,0.002336863600297632,0.0037134759370191965,0.0014293569793162929
1,Deaths,349,Greenland,1,Male,11,30-34 years,411,Esophageal cancer,3,Rate,2019,0.601719481048526,0.9776477614008813,0.36395805271422804
1,Deaths,349,Greenland,2,Female,11,30-34 years,411,Esophageal cancer,3,Rate,2019,0.3041730410274686,0.5175685348492044,0.17096537419138808
1,Deaths,349,Greenland,1,Male,12,35-39 years,411,Esophageal cancer,2,Percent,2019,0.0047143545432320536,0.007216021686336473,0.002993363737231903
1,Deaths,349,Greenland,2,Female,12,35-39 years,411,Esophageal cancer,2,Percent,2019,0.004024518338659853,0.006128689445545266,0.002549814226727988
1,Deaths,349,Greenland,1,Male,12,35-39 years,411,Esophageal cancer,3,Rate,2019,1.4075284717983176,2.26371116307607,0.8688582498616628
1,Deaths,349,Greenland,2,Female,12,35-39 years,411,Esophageal cancer,3,Rate,2019,0.741163751299652,1.1852690886455783,0.44460245410974775
1,Deaths,349,Greenland,1,Male,13,40-44 years,411,Esophageal cancer,2,Percent,2019,0.012311280473776916,0.01879996877984022,0.007428487652885679
1,Deaths,349,Greenland,2,Female,13,40-44 years,411,Esophageal cancer,2,Percent,2019,0.005208582933582207,0.008335976104981751,0.0031066240963899213
1,Deaths,349,Greenland,1,Male,13,40-44 years,411,Esophageal cancer,3,Rate,2019,5.2214874615582865,8.87104670162417,2.9037095686873684
1,Deaths,349,Greenland,2,Female,13,40-44 years,411,Esophageal cancer,3,Rate,2019,1.4107490293444789,2.3104722908868105,0.8078734504459258
1,Deaths,349,Greenland,1,Male,14,45-49 years,411,Esophageal cancer,2,Percent,2019,0.020136252364508077,0.02925451080217935,0.013450094528030632
1,Deaths,349,Greenland,2,Female,14,45-49 years,411,Esophageal cancer,2,Percent,2019,0.010467010261635844,0.01542566094461092,0.0069598037573363174
1,Deaths,349,Greenland,1,Male,14,45-49 years,411,Esophageal cancer,3,Rate,2019,12.988900825744587,20.246829312023486,7.902611031636158
1,Deaths,349,Greenland,2,Female,14,45-49 years,411,Esophageal cancer,3,Rate,2019,4.344424333797598,6.658910936835035,2.699629194959561
1,Deaths,349,Greenland,1,Male,15,50-54 years,411,Esophageal cancer,2,Percent,2019,0.028210696345208678,0.03947182693212078,0.019214541113291416
1,Deaths,349,Greenland,2,Female,15,50-54 years,411,Esophageal cancer,2,Percent,2019,0.01590567181289638,0.02312907992312501,0.010567025000353378
1,Deaths,349,Greenland,1,Male,15,50-54 years,411,Esophageal cancer,3,Rate,2019,27.708219381611446,40.47802272676284,17.74084841113951
1,Deaths,349,Greenland,2,Female,15,50-54 years,411,Esophageal cancer,3,Rate,2019,9.830119886364011,14.703986301766223,6.2044854998214785
1,Deaths,349,Greenland,1,Male,16,55-59 years,411,Esophageal cancer,2,Percent,2019,0.034542175023231037,0.04822205049206614,0.02383959008790121
1,Deaths,349,Greenland,2,Female,16,55-59 years,411,Esophageal cancer,2,Percent,2019,0.01912491477049529,0.027746362692440126,0.012746226444117366
1,Deaths,349,Greenland,1,Male,16,55-59 years,411,Esophageal cancer,3,Rate,2019,50.46213262796907,72.15643149693938,33.08351274223922
1,Deaths,349,Greenland,2,Female,16,55-59 years,411,Esophageal cancer,3,Rate,2019,17.113288571304242,25.916336652352733,10.508811488830728
1,Deaths,349,Greenland,1,Male,17,60-64 years,411,Esophageal cancer,2,Percent,2019,0.033772881536305116,0.04618742383784055,0.024083550715701747
1,Deaths,349,Greenland,2,Female,17,60-64 years,411,Esophageal cancer,2,Percent,2019,0.01778186699490061,0.02642586196066636,0.011654419200721376
1,Deaths,349,Greenland,1,Male,17,60-64 years,411,Esophageal cancer,3,Rate,2019,70.94229391991499,101.05738002429338,47.21756297798335
1,Deaths,349,Greenland,2,Female,17,60-64 years,411,Esophageal cancer,3,Rate,2019,23.154391441233354,34.40572703064734,14.455857845968689
1,Deaths,349,Greenland,1,Male,18,65-69 years,411,Esophageal cancer,2,Percent,2019,0.03195397948648674,0.04412554250667503,0.022685983189485445
1,Deaths,349,Greenland,2,Female,18,65-69 years,411,Esophageal cancer,2,Percent,2019,0.015772951705572847,0.02313946183013509,0.01039970528908233
1,Deaths,349,Greenland,1,Male,18,65-69 years,411,Esophageal cancer,3,Rate,2019,96.2969281417744,134.35377708739196,63.95062238041197
1,Deaths,349,Greenland,2,Female,18,65-69 years,411,Esophageal cancer,3,Rate,2019,30.273671401422806,45.27161113021816,18.862294000660018
1,Deaths,349,Greenland,1,Male,19,70-74 years,411,Esophageal cancer,2,Percent,2019,0.026409954192608595,0.036123462455561715,0.018458451515976537
1,Deaths,349,Greenland,2,Female,19,70-74 years,411,Esophageal cancer,2,Percent,2019,0.014448047071180975,0.020669924850681864,0.009641655248171312
1,Deaths,349,Greenland,1,Male,19,70-74 years,411,Esophageal cancer,3,Rate,2019,118.24972304684508,166.01371157820748,80.70981040704895
1,Deaths,349,Greenland,2,Female,19,70-74 years,411,Esophageal cancer,3,Rate,2019,43.4361704746144,64.70641352864466,27.665549139175667
1,Deaths,349,Greenland,1,Male,22,All ages,411,Esophageal cancer,2,Percent,2019,0.02354388940936736,0.0272837223588588,0.019416639403849686
1,Deaths,349,Greenland,2,Female,22,All ages,411,Esophageal cancer,2,Percent,2019,0.01180316600363097,0.014287826138821052,0.00969068135472621
1,Deaths,349,Greenland,1,Male,22,All ages,411,Esophageal cancer,3,Rate,2019,23.28912959268308,28.59371624064483,17.798604721920693
1,Deaths,349,Greenland,2,Female,22,All ages,411,Esophageal cancer,3,Rate,2019,8.328318070903016,10.663202347504457,6.389506150351412
1,Deaths,349,Greenland,1,Male,234,75+ years,411,Esophageal cancer,2,Percent,2019,0.015575592582552224,0.01959004809039713,0.011656009366182572
1,Deaths,349,Greenland,2,Female,234,75+ years,411,Esophageal cancer,2,Percent,2019,0.008845215487859114,0.011441323087389967,0.006628103406607282
1,Deaths,349,Greenland,1,Male,234,75+ years,411,Esophageal cancer,3,Rate,2019,149.19535558268515,191.03203729397663,111.15170258395102
1,Deaths,349,Greenland,2,Female,234,75+ years,411,Esophageal cancer,3,Rate,2019,70.67372161740069,94.64293104043404,51.46178422260743
1,Deaths,349,Greenland,1,Male,9,20-24 years,414,Stomach cancer,2,Percent,2019,0.000628660117460494,0.0009122901307088742,0.0003850650639323612
1,Deaths,349,Greenland,2,Female,9,20-24 years,414,Stomach cancer,2,Percent,2019,0.002189596026908332,0.003179934014318884,0.001459650744472285
1,Deaths,349,Greenland,1,Male,9,20-24 years,414,Stomach cancer,3,Rate,2019,0.11082730421752099,0.16587656048170032,0.06543706696211862
1,Deaths,349,Greenland,2,Female,9,20-24 years,414,Stomach cancer,3,Rate,2019,0.15593008131497307,0.23451861015262768,0.1002494088063895
1,Deaths,349,Greenland,1,Male,10,25-29 years,414,Stomach cancer,2,Percent,2019,0.0015769898484855427,0.002387817256151298,0.0009487224371328059
1,Deaths,349,Greenland,2,Female,10,25-29 years,414,Stomach cancer,2,Percent,2019,0.005073869286253084,0.007255587669928848,0.00327458737008383
1,Deaths,349,Greenland,1,Male,10,25-29 years,414,Stomach cancer,3,Rate,2019,0.3131466943039084,0.4973818045050271,0.18396247805233593
1,Deaths,349,Greenland,2,Female,10,25-29 years,414,Stomach cancer,3,Rate,2019,0.4769498177023461,0.7318302578342768,0.2892025081934115
1,Deaths,349,Greenland,1,Male,11,30-34 years,414,Stomach cancer,2,Percent,2019,0.005474151350145854,0.008264074109698753,0.0034256771616658285
1,Deaths,349,Greenland,2,Female,11,30-34 years,414,Stomach cancer,2,Percent,2019,0.009322860827123997,0.013577795658972559,0.006282042100649752
1,Deaths,349,Greenland,1,Male,11,30-34 years,414,Stomach cancer,3,Rate,2019,1.2933897743124612,2.015665907286007,0.7769250575335945
1,Deaths,349,Greenland,2,Female,11,30-34 years,414,Stomach cancer,3,Rate,2019,1.2141883388082606,1.8712262428166613,0.7592617083995238
1,Deaths,349,Greenland,1,Male,12,35-39 years,414,Stomach cancer,2,Percent,2019,0.009089863418816511,0.012994670155983202,0.0059736223171760194
1,Deaths,349,Greenland,2,Female,12,35-39 years,414,Stomach cancer,2,Percent,2019,0.012512225637764511,0.017827663250342837,0.00834487662601575
1,Deaths,349,Greenland,1,Male,12,35-39 years,414,Stomach cancer,3,Rate,2019,2.7171756689075526,4.135371286193443,1.6705123585397192
1,Deaths,349,Greenland,2,Female,12,35-39 years,414,Stomach cancer,3,Rate,2019,2.307190275731289,3.4730997373611503,1.4632798580208746
1,Deaths,349,Greenland,1,Male,13,40-44 years,414,Stomach cancer,2,Percent,2019,0.012509273927518959,0.01731335062439199,0.008557098519206082
1,Deaths,349,Greenland,2,Female,13,40-44 years,414,Stomach cancer,2,Percent,2019,0.01243794507358242,0.017485136572344476,0.00854842888048147
1,Deaths,349,Greenland,1,Male,13,40-44 years,414,Stomach cancer,3,Rate,2019,5.306427663515323,7.990936113866102,3.3856656343823457
1,Deaths,349,Greenland,2,Female,13,40-44 years,414,Stomach cancer,3,Rate,2019,3.3639573264478635,4.892096521164032,2.2164010930808975
1,Deaths,349,Greenland,1,Male,14,45-49 years,414,Stomach cancer,2,Percent,2019,0.016367538395465196,0.02247065623831606,0.011443019268923877
1,Deaths,349,Greenland,2,Female,14,45-49 years,414,Stomach cancer,2,Percent,2019,0.012596027182504894,0.0173050079214706,0.0091786805839911
1,Deaths,349,Greenland,1,Male,14,45-49 years,414,Stomach cancer,3,Rate,2019,10.566046420119921,15.70013648822861,6.835133403789054
1,Deaths,349,Greenland,2,Female,14,45-49 years,414,Stomach cancer,3,Rate,2019,5.231943273130647,7.533520052163335,3.511247501192257
1,Deaths,349,Greenland,1,Male,15,50-54 years,414,Stomach cancer,2,Percent,2019,0.02048420607929331,0.028212692579267812,0.014172521636108045
1,Deaths,349,Greenland,2,Female,15,50-54 years,414,Stomach cancer,2,Percent,2019,0.012292058888466188,0.016809802874677312,0.008676719733525812
1,Deaths,349,Greenland,1,Male,15,50-54 years,414,Stomach cancer,3,Rate,2019,20.152896942689814,29.652393091268436,13.002672279145715
1,Deaths,349,Greenland,2,Female,15,50-54 years,414,Stomach cancer,3,Rate,2019,7.598015977378753,10.924035537265233,5.0134690115312965
1,Deaths,349,Greenland,1,Male,16,55-59 years,414,Stomach cancer,2,Percent,2019,0.02226567686571439,0.03054490208056288,0.01588126954194405
1,Deaths,349,Greenland,2,Female,16,55-59 years,414,Stomach cancer,2,Percent,2019,0.012361263781364958,0.017170678259564746,0.008919262015819036
1,Deaths,349,Greenland,1,Male,16,55-59 years,414,Stomach cancer,3,Rate,2019,32.531049057597635,46.527086044182084,21.725001265666755
1,Deaths,349,Greenland,2,Female,16,55-59 years,414,Stomach cancer,3,Rate,2019,11.053613643553637,15.875753373440483,7.490751241465514
1,Deaths,349,Greenland,1,Male,17,60-64 years,414,Stomach cancer,2,Percent,2019,0.021679642882877805,0.028506669117513355,0.015487837378662645
