measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,11,30-34 years,411,Esophageal cancer,3,Rate,1999,28.24008396560588,35.55329755877812,14.835017537759162
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,12,35-39 years,411,Esophageal cancer,2,Percent,1999,0.006757358664544349,0.008072242043404084,0.004378007568268147
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,12,35-39 years,411,Esophageal cancer,2,Percent,1999,0.002173880963423923,0.0027397524879541964,0.0012156733277050489
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,12,35-39 years,411,Esophageal cancer,3,Rate,1999,138.39864088494346,163.27151599455178,87.65203564066867
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,12,35-39 years,411,Esophageal cancer,3,Rate,1999,39.21425510951084,47.43399319371661,21.663329482718304
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,13,40-44 years,411,Esophageal cancer,2,Percent,1999,0.018535240152797165,0.022007733827196705,0.010094897148815158
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,13,40-44 years,411,Esophageal cancer,2,Percent,1999,0.005160997165203714,0.006554484828713513,0.002224414676680151
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,13,40-44 years,411,Esophageal cancer,3,Rate,1999,485.048339003821,576.9903438990538,256.42042757128803
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,13,40-44 years,411,Esophageal cancer,3,Rate,1999,111.00857870360639,138.09207724361005,47.71753258528898
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,14,45-49 years,411,Esophageal cancer,2,Percent,1999,0.02878532932512704,0.03397641171005044,0.015735387787471213
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,14,45-49 years,411,Esophageal cancer,2,Percent,1999,0.010027080621880157,0.012529247867043196,0.0037205867412889084
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,14,45-49 years,411,Esophageal cancer,3,Rate,1999,883.1633025465658,1060.169514171053,469.7359141174769
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,14,45-49 years,411,Esophageal cancer,3,Rate,1999,281.3665103870347,347.8401233026001,105.43472984675323
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,15,50-54 years,411,Esophageal cancer,2,Percent,1999,0.03811583497056681,0.04380143192253511,0.02263142051029046
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,15,50-54 years,411,Esophageal cancer,2,Percent,1999,0.014382853574858629,0.017571496484138607,0.005655253452291655
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,15,50-54 years,411,Esophageal cancer,3,Rate,1999,1576.4406865171761,1861.2704553443646,910.6825157375976
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,15,50-54 years,411,Esophageal cancer,3,Rate,1999,466.381682091161,564.1955687356593,185.06094344608155
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,16,55-59 years,411,Esophageal cancer,2,Percent,1999,0.04153574968431619,0.04713432929399024,0.027616550958214255
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,16,55-59 years,411,Esophageal cancer,2,Percent,1999,0.01742097217567643,0.021574161180628673,0.007660834188742135
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,16,55-59 years,411,Esophageal cancer,3,Rate,1999,2231.2271565957444,2640.8566363124582,1435.0366087202597
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,16,55-59 years,411,Esophageal cancer,3,Rate,1999,626.220813534232,773.252573808768,279.9508758016558
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,17,60-64 years,411,Esophageal cancer,2,Percent,1999,0.04095355047877753,0.04574656113374053,0.026767469171700545
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,17,60-64 years,411,Esophageal cancer,2,Percent,1999,0.022995353684807335,0.027397460370680717,0.010484945914650884
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,17,60-64 years,411,Esophageal cancer,3,Rate,1999,2764.340167817436,3210.3944264128886,1761.1185534827378
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,17,60-64 years,411,Esophageal cancer,3,Rate,1999,1135.9981312722614,1353.4397677014144,501.68524913572884
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,18,65-69 years,411,Esophageal cancer,2,Percent,1999,0.037837827264349116,0.04248844289269936,0.02405684854355673
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,18,65-69 years,411,Esophageal cancer,2,Percent,1999,0.025302998108032337,0.029756224693300602,0.01159254618774586
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,18,65-69 years,411,Esophageal cancer,3,Rate,1999,3342.246897252615,3880.3197167006037,2090.3255483453636
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,18,65-69 years,411,Esophageal cancer,3,Rate,1999,1641.9714503153004,1945.4610213841615,764.163975367527
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,19,70-74 years,411,Esophageal cancer,2,Percent,1999,0.03257497860672442,0.03609187599835884,0.019574480586307435
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,19,70-74 years,411,Esophageal cancer,2,Percent,1999,0.022323098600826912,0.026106341593087758,0.01056136641471991
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,19,70-74 years,411,Esophageal cancer,3,Rate,1999,4023.5639936591265,4646.40870890814,2399.525034540908
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,19,70-74 years,411,Esophageal cancer,3,Rate,1999,2085.480341767503,2461.9381679217286,985.7132191824275
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,22,All ages,411,Esophageal cancer,2,Percent,1999,0.018865254058656786,0.021330122011466057,0.011856283298669782
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,22,All ages,411,Esophageal cancer,2,Percent,1999,0.009246208864559995,0.010863264242078868,0.004302868973947564
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,22,All ages,411,Esophageal cancer,3,Rate,1999,583.0304911066861,674.4170434180024,353.1518999788821
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,22,All ages,411,Esophageal cancer,3,Rate,1999,252.64317192042145,294.138710494719,120.55186237611717
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,158,<20 years,411,Esophageal cancer,2,Percent,1999,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,158,<20 years,411,Esophageal cancer,2,Percent,1999,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,158,<20 years,411,Esophageal cancer,3,Rate,1999,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,158,<20 years,411,Esophageal cancer,3,Rate,1999,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,234,75+ years,411,Esophageal cancer,2,Percent,1999,0.020831265330210656,0.022957469259453956,0.013040441517287078
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,234,75+ years,411,Esophageal cancer,2,Percent,1999,0.013534299882886793,0.01542364519922314,0.007134638954224635
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,234,75+ years,411,Esophageal cancer,3,Rate,1999,2681.706369892071,3037.705612267794,1657.9467839013707
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,234,75+ years,411,Esophageal cancer,3,Rate,1999,1271.0075537833748,1470.1699468437366,668.7762695175712
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,9,20-24 years,411,Esophageal cancer,2,Percent,2000,0.0006944303749547006,0.0008338687142699579,0.00046725977457729036
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,9,20-24 years,411,Esophageal cancer,2,Percent,2000,0.000767791618958218,0.000988177184817877,0.00040491101603842296
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,9,20-24 years,411,Esophageal cancer,3,Rate,2000,8.843082465963015,10.37582028883233,5.711205163613897
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,9,20-24 years,411,Esophageal cancer,3,Rate,2000,9.31909897215151,11.522297778084582,5.066097718676502
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,10,25-29 years,411,Esophageal cancer,2,Percent,2000,0.0010024653205150244,0.0012533376161454452,0.0006353491805645893
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,10,25-29 years,411,Esophageal cancer,2,Percent,2000,0.0010270084034341717,0.0013292941489197916,0.0005382551048779146
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,10,25-29 years,411,Esophageal cancer,3,Rate,2000,13.363726113857608,15.97661212216175,8.389437595748246
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,10,25-29 years,411,Esophageal cancer,3,Rate,2000,15.07191239993231,18.85630593649949,8.106932041418782
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,11,30-34 years,411,Esophageal cancer,2,Percent,2000,0.0029458310082478506,0.0035769869600350847,0.0018430108543980056
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,11,30-34 years,411,Esophageal cancer,2,Percent,2000,0.001615972112970038,0.002094742393637744,0.0008287999682161632
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,11,30-34 years,411,Esophageal cancer,3,Rate,2000,47.6622972787495,56.72022306774968,30.130209496281704
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,11,30-34 years,411,Esophageal cancer,3,Rate,2000,28.09600993451958,35.19009545956962,14.546770388016334
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,12,35-39 years,411,Esophageal cancer,2,Percent,2000,0.007046254745778406,0.008460320238060492,0.004457411443261553
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,12,35-39 years,411,Esophageal cancer,2,Percent,2000,0.0022626010993658284,0.0029318206800472485,0.0012071744154539246
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,12,35-39 years,411,Esophageal cancer,3,Rate,2000,145.3733268901486,170.6850802022253,90.05177282403578
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,12,35-39 years,411,Esophageal cancer,3,Rate,2000,40.64264877626023,49.739719055489566,21.97610584632579
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,13,40-44 years,411,Esophageal cancer,2,Percent,2000,0.01869848120529101,0.02219574033781899,0.010310396129587748
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,13,40-44 years,411,Esophageal cancer,2,Percent,2000,0.005122543957813027,0.006611591321176631,0.0021950275295746107
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,13,40-44 years,411,Esophageal cancer,3,Rate,2000,483.56918849236826,576.1633957528713,262.53494540713274
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,13,40-44 years,411,Esophageal cancer,3,Rate,2000,108.25703885156385,135.34939897803528,46.484944247265574
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,14,45-49 years,411,Esophageal cancer,2,Percent,2000,0.030221291004852335,0.03596084739071517,0.016108535070688802
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,14,45-49 years,411,Esophageal cancer,2,Percent,2000,0.010324584570087215,0.01300159301241305,0.0036706114037650802
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,14,45-49 years,411,Esophageal cancer,3,Rate,2000,927.335205473944,1132.564557801174,475.61755786724785
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,14,45-49 years,411,Esophageal cancer,3,Rate,2000,283.7690042994589,350.8766228439257,102.6449770937991
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,15,50-54 years,411,Esophageal cancer,2,Percent,2000,0.03942394201030653,0.0454431343323873,0.023148375786603545
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,15,50-54 years,411,Esophageal cancer,2,Percent,2000,0.014808273023043843,0.018219876031849273,0.005594908285574662
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,15,50-54 years,411,Esophageal cancer,3,Rate,2000,1628.4030182815477,1935.0254053645797,932.2344822307807
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,15,50-54 years,411,Esophageal cancer,3,Rate,2000,479.86316990472847,588.5030888221108,180.80646666481368
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,16,55-59 years,411,Esophageal cancer,2,Percent,2000,0.043420235976755366,0.04978648979451086,0.028235815197072692
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,16,55-59 years,411,Esophageal cancer,2,Percent,2000,0.01811645405405392,0.022413387531400607,0.007542673538758332
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,16,55-59 years,411,Esophageal cancer,3,Rate,2000,2328.897186106049,2784.622692611961,1476.2856888340064
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,16,55-59 years,411,Esophageal cancer,3,Rate,2000,651.6388423562767,796.8255780393108,273.0904511981169
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,17,60-64 years,411,Esophageal cancer,2,Percent,2000,0.04230688289877653,0.04743264975825907,0.027377921409304392
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,17,60-64 years,411,Esophageal cancer,2,Percent,2000,0.02343739924719147,0.027948751953444064,0.010322975778397485
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,17,60-64 years,411,Esophageal cancer,3,Rate,2000,2842.376426686133,3312.699153436299,1761.4289191514347
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,17,60-64 years,411,Esophageal cancer,3,Rate,2000,1145.624178212068,1373.496076720138,512.1154942761654
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,18,65-69 years,411,Esophageal cancer,2,Percent,2000,0.03891539305774639,0.04376265109895323,0.024445856624534437
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,18,65-69 years,411,Esophageal cancer,2,Percent,2000,0.025437451978184537,0.030008757583235193,0.011355572735629494
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,18,65-69 years,411,Esophageal cancer,3,Rate,2000,3484.6356465981726,4060.03486148048,2125.2220661041843
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,18,65-69 years,411,Esophageal cancer,3,Rate,2000,1639.386060821126,1935.7530622006195,725.3209297153913
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,19,70-74 years,411,Esophageal cancer,2,Percent,2000,0.03328359543543811,0.037043936368331865,0.019722743868599252
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,19,70-74 years,411,Esophageal cancer,2,Percent,2000,0.022660996354388833,0.026269396456388643,0.010360152730368784
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,19,70-74 years,411,Esophageal cancer,3,Rate,2000,4164.342437986652,4826.533680175718,2419.0235096394354
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,19,70-74 years,411,Esophageal cancer,3,Rate,2000,2124.5326887443216,2484.271281575648,973.2008609271572
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,22,All ages,411,Esophageal cancer,2,Percent,2000,0.020032428392383422,0.022695419080099782,0.012460227702853861
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,22,All ages,411,Esophageal cancer,2,Percent,2000,0.009768874168740161,0.011572116392065422,0.004362117405118286
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,22,All ages,411,Esophageal cancer,3,Rate,2000,617.6065945378862,717.4600897371419,370.20202780096537
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,22,All ages,411,Esophageal cancer,3,Rate,2000,262.8637279666812,307.25977571678175,118.33914695761148
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,158,<20 years,411,Esophageal cancer,2,Percent,2000,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,158,<20 years,411,Esophageal cancer,2,Percent,2000,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,158,<20 years,411,Esophageal cancer,3,Rate,2000,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,158,<20 years,411,Esophageal cancer,3,Rate,2000,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,234,75+ years,411,Esophageal cancer,2,Percent,2000,0.02149656558111767,0.023659566871777945,0.013056465957183624
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,234,75+ years,411,Esophageal cancer,2,Percent,2000,0.01400614170995091,0.015905510217806045,0.007055824357673289
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,234,75+ years,411,Esophageal cancer,3,Rate,2000,2781.643289466854,3157.815535982611,1667.23515788303
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,234,75+ years,411,Esophageal cancer,3,Rate,2000,1328.707144703832,1539.5604591686235,664.9122197322508
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,9,20-24 years,411,Esophageal cancer,2,Percent,2002,0.0007257150277711399,0.0008660808569114363,0.00048564910357225206
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,9,20-24 years,411,Esophageal cancer,2,Percent,2002,0.0007325391397669807,0.00095139350649417,0.000404102793496875
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,9,20-24 years,411,Esophageal cancer,3,Rate,2002,9.052736875693947,10.66446320328072,6.025273908782926
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,9,20-24 years,411,Esophageal cancer,3,Rate,2002,8.110166065344815,9.919249756366389,4.405420852193249
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,10,25-29 years,411,Esophageal cancer,2,Percent,2002,0.0010664135439813326,0.001305690979830701,0.0006741829845422004
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,10,25-29 years,411,Esophageal cancer,2,Percent,2002,0.0009093247991164657,0.001171663569283536,0.00047985840268443056
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,10,25-29 years,411,Esophageal cancer,3,Rate,2002,13.98985212710875,16.442332253518803,8.689580161464757
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,10,25-29 years,411,Esophageal cancer,3,Rate,2002,11.658513087056946,14.279168003471717,6.084148614560232
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,11,30-34 years,411,Esophageal cancer,2,Percent,2002,0.00322685222537697,0.00394203319960231,0.0019583728692559492
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,11,30-34 years,411,Esophageal cancer,2,Percent,2002,0.0014685967575251606,0.0018960647483328048,0.0007247460449206645
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,11,30-34 years,411,Esophageal cancer,3,Rate,2002,51.3852886712713,60.58077172751571,30.8894812972396
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,11,30-34 years,411,Esophageal cancer,3,Rate,2002,22.40810635142922,27.78694553717762,11.417656156449159
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,12,35-39 years,411,Esophageal cancer,2,Percent,2002,0.007723772862783673,0.009294256609632694,0.004603794608764375
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,12,35-39 years,411,Esophageal cancer,2,Percent,2002,0.0023053467813569407,0.002944709903202408,0.001161194437399427
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,12,35-39 years,411,Esophageal cancer,3,Rate,2002,157.5078085471498,186.6769653956083,95.79800352063904
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,12,35-39 years,411,Esophageal cancer,3,Rate,2002,39.61596225531951,48.31971421586252,20.066567295615673
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,13,40-44 years,411,Esophageal cancer,2,Percent,2002,0.019549897558489876,0.02295437098053748,0.010673826962907078
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,13,40-44 years,411,Esophageal cancer,2,Percent,2002,0.005092318746785365,0.006515165121740119,0.002217737214767555
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,13,40-44 years,411,Esophageal cancer,3,Rate,2002,497.58753005935597,593.8145774096058,272.07833168287885
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,13,40-44 years,411,Esophageal cancer,3,Rate,2002,104.36686016022496,129.62872441153704,44.65282237387204
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,14,45-49 years,411,Esophageal cancer,2,Percent,2002,0.032666077673027386,0.038722012735111444,0.016620280598800465
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,14,45-49 years,411,Esophageal cancer,2,Percent,2002,0.009685847660810765,0.012237005438653817,0.003473554956232495
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,14,45-49 years,411,Esophageal cancer,3,Rate,2002,975.1889145426951,1183.8341921752292,495.4373176882366
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,14,45-49 years,411,Esophageal cancer,3,Rate,2002,241.6305365700877,298.618375344377,87.08180419969698
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,15,50-54 years,411,Esophageal cancer,2,Percent,2002,0.0428638198118382,0.04933822867583214,0.023723195241876376
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,15,50-54 years,411,Esophageal cancer,2,Percent,2002,0.01537745007701377,0.018906271104618635,0.005611013571452767
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,15,50-54 years,411,Esophageal cancer,3,Rate,2002,1740.4953885396062,2081.3800665865106,961.8136860759139
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,15,50-54 years,411,Esophageal cancer,3,Rate,2002,490.46829888555413,596.8063671283426,176.3995712482015
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,16,55-59 years,411,Esophageal cancer,2,Percent,2002,0.047396619305906745,0.05417073050736479,0.028728847537334217
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,16,55-59 years,411,Esophageal cancer,2,Percent,2002,0.020364368177062834,0.02488013152225393,0.008042077311774129
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,16,55-59 years,411,Esophageal cancer,3,Rate,2002,2501.353656657709,3021.0028234360248,1514.397862358658
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,16,55-59 years,411,Esophageal cancer,3,Rate,2002,775.636618438861,945.4860537582013,304.40971575003726
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,17,60-64 years,411,Esophageal cancer,2,Percent,2002,0.045124336117681504,0.05047164941592895,0.027430965790661368
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,17,60-64 years,411,Esophageal cancer,2,Percent,2002,0.024495274764290847,0.029205574762469554,0.010333232102132092
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,17,60-64 years,411,Esophageal cancer,3,Rate,2002,2956.7631205129833,3488.106129473674,1797.661076412604
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,17,60-64 years,411,Esophageal cancer,3,Rate,2002,1202.0116993148406,1441.2264206628447,502.3910007330134
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,18,65-69 years,411,Esophageal cancer,2,Percent,2002,0.04080609083091154,0.04575576712424295,0.024694072291461158
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,18,65-69 years,411,Esophageal cancer,2,Percent,2002,0.025758523611720895,0.03023533526841467,0.011298353265640843
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,18,65-69 years,411,Esophageal cancer,3,Rate,2002,3585.607046687951,4188.340707750958,2142.8349063828423
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,18,65-69 years,411,Esophageal cancer,3,Rate,2002,1680.1757765337397,1983.4082645103606,740.055121197703
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,19,70-74 years,411,Esophageal cancer,2,Percent,2002,0.03503455200339966,0.03911473370451824,0.019777119478490687
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,19,70-74 years,411,Esophageal cancer,2,Percent,2002,0.02290787303115037,0.026651628124334106,0.010185990244343524
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,19,70-74 years,411,Esophageal cancer,3,Rate,2002,4333.02296321033,5007.077883128028,2453.13649717454
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,19,70-74 years,411,Esophageal cancer,3,Rate,2002,2101.951500879403,2461.3513766290985,931.3679846566978
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,22,All ages,411,Esophageal cancer,2,Percent,2002,0.02256130911712165,0.02551197577295106,0.013152281660640823
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,22,All ages,411,Esophageal cancer,2,Percent,2002,0.010896513910375657,0.012946853038602628,0.004762121615659694
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,22,All ages,411,Esophageal cancer,3,Rate,2002,683.0529337873486,795.9804504267106,394.32689131552274
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,22,All ages,411,Esophageal cancer,3,Rate,2002,280.7635286608905,328.82295095261924,119.51696161406878
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,158,<20 years,411,Esophageal cancer,2,Percent,2002,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,158,<20 years,411,Esophageal cancer,2,Percent,2002,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,158,<20 years,411,Esophageal cancer,3,Rate,2002,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,158,<20 years,411,Esophageal cancer,3,Rate,2002,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,234,75+ years,411,Esophageal cancer,2,Percent,2002,0.022897930911326133,0.02529184535800734,0.013111862494604835
2,DALYs (Disability-Adjusted Life Years),6,China,2,Female,234,75+ years,411,Esophageal cancer,2,Percent,2002,0.014629259511292358,0.01678911590107943,0.006881260209733003
2,DALYs (Disability-Adjusted Life Years),6,China,1,Male,234,75+ years,411,Esophageal cancer,3,Rate,2002,2939.270740459363,3349.5622803202896,1672.8345463386404
